record_id,domain,tld,domain_length,sld_length,num_labels,subdomain_count,digit_count,hyphen_count,entropy,suspicious_keyword_count,brand_token_count,digit_ratio,hyphen_ratio,domain_age_days,rdap_status,dnssec,dns_status,a_count,aaaa_count,mx_count,ns_count,txt_count,cname_count,min_ttl,max_ttl,has_spf,has_dmarc,label,source,source_type,data_quality_status,subdomain_length,max_subdomain_length,special_character_count,special_character_ratio,has_ip_address,has_punycode,has_numeric_subdomain,registrar,registration_country,domain_status,nameserver_count
D007241,python-2448.gov,gov,15,11,2,0,4,1,3.6402,0,0,0.2667,0.0667,6967,active,0,NOERROR,4,2,1,3,5,0,1800,7200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007242,amazon-login-4782.live,live,22,17,2,0,4,2,3.914,1,1,0.1818,0.0909,112,active,0,NOERROR,1,0,1,2,1,1,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007243,microsoft-secure-unlock.vip,vip,27,23,2,0,0,2,3.9582,1,1,0.0,0.0741,72,active,0,NOERROR,1,1,0,3,1,1,60,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007244,amazon-secure-unlock.online,online,27,20,2,0,0,2,3.736,1,1,0.0,0.0741,22,active,0,NOERROR,1,0,0,3,2,1,600,2400,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007245,cloud-dropbox.edu,edu,17,13,2,0,0,1,3.4104,0,0,0.0,0.0588,3509,active,1,NOERROR,3,0,1,4,4,2,900,3600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007246,linkedin-4193.jp,jp,16,13,2,0,4,1,3.75,0,0,0.25,0.0625,2455,active,0,NOERROR,3,1,0,5,3,1,3600,14400,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007247,dropbox-verification-956.buzz,buzz,29,24,2,0,3,2,4.2542,0,0,0.1034,0.069,69,active,0,NOERROR,2,0,1,2,2,1,600,2400,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007248,stripe-3142.de,de,14,11,2,0,4,1,3.6645,0,0,0.2857,0.0714,3155,active,0,NOERROR,2,2,1,3,5,1,600,1200,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007249,linkedin-update-7018.click,click,26,20,2,0,4,2,3.9791,1,0,0.1538,0.0769,37,active,0,NOERROR,2,0,0,2,1,0,600,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007250,cloudflare-4443.gov,gov,19,15,2,0,4,1,3.7871,0,0,0.2105,0.0526,6425,active,0,NOERROR,4,1,1,5,4,2,300,1200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007251,amazon-confirm-8932.buzz,buzz,24,19,2,0,4,2,3.9702,1,1,0.1667,0.0833,41,active,0,NOERROR,1,0,1,2,1,1,60,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007252,update-paypal.info,info,18,13,2,0,0,1,3.6416,1,1,0.0,0.0556,45,active,0,NOERROR,1,0,0,3,2,0,60,240,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007253,support-icloud-secure.buzz,buzz,26,21,2,0,0,2,3.7774,2,0,0.0,0.0769,65,active,0,NOERROR,1,1,1,3,1,1,120,240,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007254,oracle-1785.jp,jp,14,11,2,0,4,1,3.8074,0,0,0.2857,0.0714,3337,active,0,NOERROR,4,0,3,4,5,1,600,2400,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007255,cloud-apple.com,com,15,11,2,0,0,1,3.3736,0,1,0.0,0.0667,7820,active,1,NOERROR,3,1,0,3,4,2,600,1200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007256,paypal-unlock-7495.xyz,xyz,22,18,2,0,4,2,4.0049,0,1,0.1818,0.0909,152,active,0,NOERROR,1,1,0,2,1,1,120,240,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007257,ubuntu-2584.co,co,14,11,2,0,4,1,3.4677,0,0,0.2857,0.0714,8200,active,1,NOERROR,1,2,1,3,7,2,900,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007258,cloud-mozilla.net,net,17,13,2,0,0,1,3.6901,0,0,0.0,0.0588,1963,active,1,NOERROR,4,0,3,2,8,0,600,1200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007259,apple-secure-secure.info,info,24,19,2,0,0,2,3.6012,1,1,0.0,0.0833,145,active,0,NOERROR,1,0,0,3,0,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007260,dropbox-4083.de,de,15,12,2,0,4,1,3.6402,0,0,0.2667,0.0667,1664,active,1,NOERROR,4,2,3,4,7,0,600,1200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007261,linkedin-billing.top,top,20,16,2,0,0,1,3.4464,0,0,0.0,0.05,149,active,0,NOERROR,1,0,1,3,0,0,300,1200,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007262,stripe-1362.io,io,14,11,2,0,4,1,3.6645,0,0,0.2857,0.0714,6226,active,0,NOERROR,1,0,0,4,7,0,300,1200,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007263,adobe-3244.org,org,14,10,2,0,4,1,3.5216,0,0,0.2857,0.0714,1232,active,0,NOERROR,4,2,1,5,8,1,900,3600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007264,outlook-secure-billing.info,info,27,22,2,0,0,2,3.8101,1,0,0.0,0.0741,94,active,0,NOERROR,1,1,0,2,1,0,60,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007265,icann-3299.io,io,13,10,2,0,4,1,3.2389,0,0,0.3077,0.0769,3916,active,0,NOERROR,1,1,0,2,5,2,600,1200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007266,recovery-icloud-secure.work,work,27,22,2,0,0,2,3.6619,1,0,0.0,0.0741,95,active,0,NOERROR,1,1,1,3,0,1,120,480,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007267,docusign-recovery-6954.icu,icu,26,22,2,0,4,2,4.056,0,0,0.1538,0.0769,49,active,1,NOERROR,1,0,0,2,2,0,300,600,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007268,mozilla-1107.gov,gov,16,12,2,0,4,1,3.625,0,0,0.25,0.0625,1916,active,1,NOERROR,3,2,3,2,8,1,300,600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007269,verify-docusign.online,online,22,15,2,0,0,1,3.8454,1,0,0.0,0.0455,111,active,0,NOERROR,2,1,0,3,1,0,600,1200,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007270,secure-account-amazon.live,live,26,21,2,0,0,2,3.8441,2,1,0.0,0.0769,18,active,0,NOERROR,1,1,1,3,1,0,600,600,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007271,password-dropbox-secure.buzz,buzz,28,23,2,0,0,2,3.7979,1,0,0.0,0.0714,155,active,0,NOERROR,2,0,0,2,1,0,60,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007272,stripe-3775.gov,gov,15,11,2,0,4,1,3.7736,0,0,0.2667,0.0667,8298,active,0,NOERROR,2,2,0,2,7,1,600,600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007273,apple-secure-recovery.top,top,25,21,2,0,0,2,3.5591,1,1,0.0,0.08,69,active,1,NOERROR,1,1,0,2,0,0,300,600,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007274,confirm-paypal.icu,icu,18,14,2,0,0,1,3.7255,1,1,0.0,0.0556,169,active,0,NOERROR,2,0,0,2,1,1,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007275,apple-secure-signin.work,work,24,19,2,0,0,2,3.8868,2,1,0.0,0.0833,134,active,0,NOERROR,2,0,0,3,0,1,600,2400,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007276,cisco-1978.in,in,13,10,2,0,4,1,3.3927,0,0,0.3077,0.0769,5207,active,1,NOERROR,1,0,0,2,4,0,900,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007277,unlock-google.top,top,17,13,2,0,0,1,3.3816,0,1,0.0,0.0588,168,active,0,NOERROR,2,0,0,3,1,0,120,240,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007278,google-4209.net,net,15,11,2,0,4,1,3.5069,0,1,0.2667,0.0667,8955,active,1,NOERROR,3,1,1,4,7,0,600,2400,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007279,icloud-billing-4131.click,click,25,19,2,0,4,2,3.6537,0,0,0.16,0.08,94,active,1,NOERROR,1,1,0,3,0,0,60,60,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007280,mail-wikipedia.org,org,18,14,2,0,0,1,3.6144,0,0,0.0,0.0556,6950,active,0,NOERROR,4,1,0,4,8,2,1800,7200,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007281,apple-confirm-383.info,info,22,17,2,0,3,2,3.8231,1,1,0.1364,0.0909,108,active,0,NOERROR,2,0,1,3,0,1,300,300,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007282,python-4129.co,co,14,11,2,0,4,1,3.6645,0,0,0.2857,0.0714,8842,active,1,NOERROR,2,2,1,2,7,1,600,1200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007283,adobe-2430.net,net,14,10,2,0,4,1,3.6645,0,0,0.2857,0.0714,3610,active,0,NOERROR,4,1,3,3,7,2,1800,7200,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007284,billing-account-apple.icu,icu,25,21,2,0,0,2,3.6733,1,1,0.0,0.08,4,active,0,NOERROR,1,0,0,3,2,0,600,600,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007285,stackoverflow-4648.de,de,21,18,2,0,4,1,4.1066,0,0,0.1905,0.0476,2721,active,1,NOERROR,1,2,0,5,5,1,900,3600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007286,dropbox-3159.net,net,16,12,2,0,4,1,3.875,0,0,0.25,0.0625,3544,active,1,NOERROR,4,2,1,3,8,2,1800,7200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007287,api-linkedin.com,com,16,12,2,0,0,1,3.5778,0,0,0.0,0.0625,2316,active,1,NOERROR,4,1,0,3,5,0,300,1200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007288,outlook-unlock-550.xyz,xyz,22,18,2,0,3,2,3.6412,0,0,0.1364,0.0909,19,active,0,NOERROR,1,0,1,2,0,1,300,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007289,netflix-unlock.click,click,20,14,2,0,0,1,3.5464,0,1,0.0,0.05,160,active,1,NOERROR,1,0,0,3,0,0,300,600,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007290,apple-billing.work,work,18,13,2,0,0,1,3.6835,0,1,0.0,0.0556,24,active,1,NOERROR,1,1,1,3,1,0,60,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007291,microsoft-3579.com,com,18,14,2,0,4,1,3.6835,0,1,0.2222,0.0556,3434,active,1,NOERROR,3,0,1,5,4,1,600,600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007292,netflix-support-4538.top,top,24,20,2,0,4,2,4.0221,1,1,0.1667,0.0833,168,active,0,NOERROR,1,1,0,2,2,1,120,240,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007293,stripe-2544.net,net,15,11,2,0,4,1,3.5069,0,0,0.2667,0.0667,8379,active,1,NOERROR,4,0,1,2,7,1,900,900,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007294,google-update-1003.site,site,23,18,2,0,4,2,3.882,1,1,0.1739,0.087,57,active,1,NOERROR,1,1,1,2,2,0,300,1200,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007295,google-secure-confirm.vip,vip,25,21,2,0,0,2,3.8635,2,1,0.0,0.08,57,active,0,NOERROR,2,1,1,3,0,0,60,60,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007296,ubuntu-1700.de,de,14,11,2,0,4,1,3.3249,0,0,0.2857,0.0714,5289,active,1,NOERROR,1,0,1,5,6,2,900,3600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007297,confirm-google-secure.xyz,xyz,25,21,2,0,0,2,3.9435,2,1,0.0,0.08,41,active,0,NOERROR,2,0,0,3,0,0,300,300,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007298,signin-outlook-secure.xyz,xyz,25,21,2,0,0,2,3.9737,2,0,0.0,0.08,138,active,1,NOERROR,2,0,0,3,1,0,60,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007299,linkedin-3438.gov,gov,17,13,2,0,4,1,3.7345,0,0,0.2353,0.0588,6852,active,1,NOERROR,2,2,2,5,3,2,3600,3600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007300,amazon-password.site,site,20,15,2,0,0,1,3.7464,0,1,0.0,0.05,126,active,0,NOERROR,1,0,0,3,1,0,300,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007301,netflix-support-5355.work,work,25,20,2,0,4,2,4.0537,1,1,0.16,0.08,179,active,0,NOERROR,2,0,1,2,2,1,600,600,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007302,microsoft-password.online,online,25,18,2,0,0,1,3.8937,0,1,0.0,0.04,168,active,0,NOERROR,1,0,0,2,0,1,60,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007303,ibm-3375.in,in,11,8,2,0,4,1,3.0958,0,0,0.3636,0.0909,8221,active,0,NOERROR,3,0,0,2,8,2,3600,3600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007304,python-3114.co,co,14,11,2,0,4,1,3.5216,0,0,0.2857,0.0714,8133,active,0,NOERROR,1,1,2,2,7,0,600,600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007305,account-docusign-secure.work,work,28,23,2,0,0,2,3.8249,2,0,0.0,0.0714,99,active,0,NOERROR,2,0,0,2,1,0,300,600,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007306,ibm-4395.co,co,11,8,2,0,4,1,3.4594,0,0,0.3636,0.0909,5522,active,0,NOERROR,4,1,2,2,5,1,1800,7200,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007307,amazon-verification-664.work,work,28,23,2,0,3,2,4.0122,0,1,0.1071,0.0714,62,active,0,NOERROR,1,1,0,2,1,0,600,1200,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007308,google-secure-6572.site,site,23,18,2,0,4,2,3.8279,1,1,0.1739,0.087,137,active,0,NOERROR,1,1,0,2,2,1,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007309,google-secure-support.work,work,26,21,2,0,0,2,3.6424,2,1,0.0,0.0769,66,active,0,NOERROR,2,0,0,2,2,0,300,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007310,wikipedia-3027.gov,gov,18,14,2,0,4,1,3.9058,0,0,0.2222,0.0556,5542,active,1,NOERROR,1,2,0,3,2,0,3600,14400,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007311,microsoft-unlock-account.work,work,29,24,2,0,0,2,3.768,1,1,0.0,0.069,79,active,0,NOERROR,2,0,0,3,0,0,300,300,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007312,microsoft-secure-support.site,site,29,24,2,0,0,2,3.5814,2,1,0.0,0.069,172,active,0,NOERROR,1,1,1,3,1,0,60,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007313,confirm-netflix.icu,icu,19,15,2,0,0,1,3.6819,1,1,0.0,0.0526,180,active,0,NOERROR,2,0,1,2,1,0,120,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007314,docusign-secure-billing.work,work,28,23,2,0,0,2,3.9233,1,0,0.0,0.0714,68,active,1,NOERROR,2,0,1,2,0,1,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007315,cloud-microsoft.io,io,18,15,2,0,0,1,3.5033,0,1,0.0,0.0556,7816,active,0,NOERROR,1,0,2,3,6,2,1800,7200,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007316,docusign-secure-account.vip,vip,27,23,2,0,0,2,3.838,2,0,0.0,0.0741,152,active,0,NOERROR,1,0,0,2,0,0,300,300,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007317,microsoft-3790.io,io,17,14,2,0,4,1,3.6901,0,1,0.2353,0.0588,7410,active,0,NOERROR,4,0,1,4,8,2,600,600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007318,cloud-google.io,io,15,12,2,0,0,1,3.1069,0,1,0.0,0.0667,1391,active,1,NOERROR,3,1,2,3,4,2,300,600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007319,login-account-linkedin.click,click,28,22,2,0,0,2,3.5661,2,0,0.0,0.0714,40,active,0,NOERROR,2,0,0,2,1,0,60,240,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007320,icloud-confirm.online,online,21,14,2,0,0,1,3.5226,1,0,0.0,0.0476,165,active,0,NOERROR,2,0,1,3,1,1,60,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007321,confirm-account-dropbox.live,live,28,23,2,0,0,2,4.0661,2,0,0.0,0.0714,88,active,0,NOERROR,2,0,0,3,2,0,60,240,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007322,adobe-4553.net,net,14,10,2,0,4,1,3.5216,0,0,0.2857,0.0714,1058,active,1,NOERROR,4,0,0,2,8,0,3600,7200,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007323,amazon-unlock.top,top,17,13,2,0,0,1,3.5725,0,1,0.0,0.0588,54,active,0,NOERROR,2,0,0,2,1,1,300,300,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007324,microsoft-account-account.buzz,buzz,30,25,2,0,0,2,3.6696,1,1,0.0,0.0667,38,active,0,NOERROR,2,1,0,2,2,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007325,cloud-iana.jp,jp,13,10,2,0,0,1,3.5466,0,0,0.0,0.0769,4351,active,0,NOERROR,2,2,3,4,2,2,1800,3600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007326,adobe-2551.in,in,13,10,2,0,4,1,3.5466,0,0,0.3077,0.0769,6408,active,1,NOERROR,2,2,2,4,6,1,900,1800,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007327,api-icann.org,org,13,9,2,0,0,1,3.2389,0,0,0.0,0.0769,8356,active,1,NOERROR,1,1,0,2,4,2,1800,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007328,amazon-2874.in,in,14,11,2,0,4,1,3.5216,0,1,0.2857,0.0714,1012,active,0,NOERROR,2,0,0,5,8,0,900,900,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007329,stackoverflow-3320.de,de,21,18,2,0,4,1,4.1066,0,0,0.1905,0.0476,2430,active,1,NOERROR,3,0,0,4,6,2,600,2400,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007330,outlook-recovery-account.icu,icu,28,24,2,0,0,2,3.6515,1,0,0.0,0.0714,18,active,1,NOERROR,1,1,0,2,1,0,60,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007331,oracle-4970.edu,edu,15,11,2,0,4,1,3.7736,0,0,0.2667,0.0667,5618,active,1,NOERROR,2,0,1,5,4,1,3600,7200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007332,cloudflare-3284.edu,edu,19,15,2,0,4,1,3.8269,0,0,0.2105,0.0526,5458,active,1,NOERROR,3,0,1,2,4,0,300,600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007333,paypal-secure-confirm.live,live,26,21,2,0,0,2,3.9791,2,1,0.0,0.0769,51,active,0,NOERROR,2,1,1,3,1,1,120,240,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007334,api-ubuntu.in,in,13,10,2,0,0,1,3.027,0,0,0.0,0.0769,4069,active,1,NOERROR,4,1,1,4,6,1,600,1200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007335,amazon-4635.net,net,15,11,2,0,4,1,3.6402,0,1,0.2667,0.0667,8236,active,0,NOERROR,3,1,1,3,7,0,300,1200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007336,ubuntu-1718.org,org,15,11,2,0,4,1,3.4566,0,0,0.2667,0.0667,8320,active,1,NOERROR,1,2,2,5,7,1,1800,1800,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007337,apple-2062.edu,edu,14,10,2,0,4,1,3.3788,0,1,0.2857,0.0714,842,active,1,NOERROR,2,1,1,4,3,0,600,600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007338,docusign-verification-289.icu,icu,29,25,2,0,3,2,4.0178,0,0,0.1034,0.069,55,active,0,NOERROR,2,0,0,2,1,0,600,600,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007339,cloud-stackoverflow.net,net,23,19,2,0,0,1,3.969,0,0,0.0,0.0435,1399,active,1,NOERROR,3,2,1,4,8,0,600,2400,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007340,mail-amazon.net,net,15,11,2,0,0,1,3.3232,0,1,0.0,0.0667,1243,active,1,NOERROR,2,1,3,3,7,0,300,1200,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007341,python-4041.net,net,15,11,2,0,4,1,3.5069,0,0,0.2667,0.0667,6958,active,1,NOERROR,4,1,0,2,6,0,3600,3600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007342,linkedin-3860.de,de,16,13,2,0,4,1,3.5,0,0,0.25,0.0625,8053,active,1,NOERROR,2,0,1,4,3,1,600,2400,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007343,linkedin-3577.jp,jp,16,13,2,0,4,1,3.625,0,0,0.25,0.0625,4909,active,0,NOERROR,2,0,0,3,2,1,300,1200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007344,linkedin-verify-account.site,site,28,23,2,0,0,2,3.9677,2,0,0.0,0.0714,123,active,0,NOERROR,1,0,0,3,1,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007345,wikipedia-3744.edu,edu,18,14,2,0,4,1,3.5724,0,0,0.2222,0.0556,6841,active,0,NOERROR,4,2,2,3,2,0,300,600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007346,github-2839.org,org,15,11,2,0,4,1,3.7736,0,0,0.2667,0.0667,1872,active,0,NOERROR,1,0,0,2,7,0,3600,7200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007347,signin-account-dropbox.xyz,xyz,26,22,2,0,0,2,4.027,2,0,0.0,0.0769,158,active,0,NOERROR,2,0,0,3,0,0,600,2400,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007348,wikipedia-2090.org,org,18,14,2,0,4,1,3.7947,0,0,0.2222,0.0556,8143,active,1,NOERROR,4,1,2,4,6,2,600,2400,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D007349,github-2420.gov,gov,15,11,2,0,4,1,3.6402,0,0,0.2667,0.0667,7715,active,1,NOERROR,1,2,0,2,3,1,900,1800,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D007350,python-3972.de,de,14,11,2,0,4,1,3.8074,0,0,0.2857,0.0714,1853,active,1,NOERROR,2,0,1,3,7,2,3600,14400,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007351,apple-4240.edu,edu,14,10,2,0,4,1,3.3788,0,1,0.2857,0.0714,8464,active,0,NOERROR,4,0,3,5,3,1,900,900,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D007352,amazon-3631.co,co,14,11,2,0,4,1,3.3788,0,1,0.2857,0.0714,3081,active,1,NOERROR,3,2,0,3,6,0,600,600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D007353,api-cloudflare.org,org,18,14,2,0,0,1,3.7255,0,0,0.0,0.0556,3610,active,1,NOERROR,4,2,3,4,4,1,1800,3600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
